INDEX,YEAR,MN,DT,RF,week
42939,2022,10,26,0.0,43
42939,2022,10,27,0.0,43
42939,2022,10,28,0.0,43
42939,2022,10,29,0.0,44
42939,2022,10,30,0.0,44
42939,2022,10,31,0.0,44
42939,2022,11,1,0.0,44
42939,2022,11,2,0.0,44
42939,2022,11,3,,44
42939,2022,11,4,,44
42939,2022,11,5,0.0,45
42939,2022,11,6,0.0,45
42939,2022,11,7,0.0,45
42939,2022,11,8,0.0,45
42939,2022,11,9,0.0,45
42939,2022,11,10,,45
42939,2022,11,12,0.0,46
42939,2022,11,13,0.0,46
42939,2022,11,14,,46
42939,2022,11,15,0.0,46
42939,2022,11,16,0.0,46
42939,2022,11,17,0.0,46
42939,2022,11,18,0.0,46
42939,2022,11,19,0.0,47
42939,2022,11,20,0.0,47
42939,2022,11,21,0.0,47
42939,2022,11,22,0.0,47
42939,2022,11,23,0.0,47
42939,2022,11,24,0.0,47
42939,2022,11,25,0.0,47
42939,2022,11,26,0.0,48
42939,2022,11,27,0.0,48
42939,2022,11,28,,48
42939,2022,11,29,0.0,48
42939,2022,11,30,0.0,48
42939,2022,12,1,0.0,48
42939,2022,12,2,0.0,48
42939,2022,12,3,0.0,49
42939,2022,12,4,0.0,49
42939,2022,12,5,0.0,49
42939,2022,12,6,0.0,49
42939,2022,12,7,0.0,49
42939,2022,12,8,0.0,49
42939,2022,12,9,0.0,49
42939,2022,12,10,0.0,50
42939,2022,12,11,0.0,50
42939,2022,12,12,0.0,50
42939,2022,12,13,0.0,50
42939,2022,12,14,12.2,50
42939,2022,12,15,0.0,50
42939,2022,12,16,0.0,50
42939,2022,12,17,0.0,51
42939,2022,12,18,0.0,51
42939,2022,12,19,0.0,51
42939,2022,12,20,0.0,51
42939,2022,12,21,0.0,51
42939,2022,12,22,0.0,51
42939,2022,12,23,0.0,51
42939,2022,12,24,0.0,52
42939,2022,12,25,0.0,52
42939,2022,12,26,0.0,52
42939,2022,12,27,0.0,52
42939,2022,12,28,0.0,52
42939,2022,12,29,0.0,52
42939,2022,12,30,0.0,52
42939,2022,12,31,0.0,53
42939,2023,1,1,0.0,1
42939,2023,1,2,0.0,1
42939,2023,1,3,0.0,1
42939,2023,1,4,5.6,1
42939,2023,1,5,0.0,1
42939,2023,1,6,0.0,1
42939,2023,1,7,0.0,1
42939,2023,1,8,0.0,2
42939,2023,1,9,0.0,2
42939,2023,1,10,0.0,2
42939,2023,1,11,0.0,2
42939,2023,1,12,0.0,2
42939,2023,1,13,0.0,2
42939,2023,1,14,0.0,2
42939,2023,1,15,0.0,3
42939,2023,1,16,0.0,3
42939,2023,1,17,0.0,3
42939,2023,1,18,0.0,3
42939,2023,1,19,0.0,3
42939,2023,1,20,0.0,3
42939,2023,1,21,0.0,3
42939,2023,1,22,0.0,4
42939,2023,1,23,0.0,4
42939,2023,1,24,0.0,4
42939,2023,1,25,0.0,4
42939,2023,1,26,0.0,4
42939,2023,1,27,0.0,4
42939,2023,1,28,0.0,4
42939,2023,1,29,0.0,5
42939,2023,1,30,0.0,5
42939,2023,1,31,0.0,5
42939,2023,2,1,0.0,5
42939,2023,2,2,0.0,5
42939,2023,2,3,0.0,5
42939,2023,2,4,0.0,5
42939,2023,2,5,0.0,6
42939,2023,2,6,0.0,6
42939,2023,2,7,0.0,6
42939,2023,2,8,0.0,6
42939,2023,2,9,0.0,6
42939,2023,2,10,0.0,6
42939,2023,2,11,0.0,6
42939,2023,2,12,0.0,7
42939,2023,2,13,0.0,7
42939,2023,2,14,0.0,7
42939,2023,2,15,0.0,7
42939,2023,2,16,0.0,7
42939,2023,2,17,0.0,7
42939,2023,2,18,0.0,7
42939,2023,2,19,0.0,8
42939,2023,2,20,0.0,8
42939,2023,2,21,0.0,8
42939,2023,2,22,0.0,8
42939,2023,2,23,0.0,8
42939,2023,2,24,0.0,8
42939,2023,2,25,0.0,8
42939,2023,2,26,0.0,9
42939,2023,2,27,0.0,9
42939,2023,2,28,0.0,9
42939,2023,3,1,,9
42939,2023,3,2,,9
42939,2023,3,3,,9
42939,2023,3,4,,9
42939,2023,3,5,,10
42939,2023,3,6,,10
42939,2023,3,7,,10
42939,2023,3,8,,10
42939,2023,3,9,,10
42939,2023,3,10,,10
42939,2023,3,11,,10
42939,2023,3,12,0.0,11
42939,2023,3,13,,11
42939,2023,3,14,,11
42939,2023,3,15,,11
42939,2023,3,16,,11
42939,2023,3,17,1.0,11
42939,2023,3,18,0.0,11
42939,2023,3,19,0.0,12
42939,2023,3,20,3.0,12
42939,2023,3,21,0.0,12
42939,2023,3,23,0.0,12
42939,2023,3,24,0.0,12
42939,2023,3,25,0.0,12
42939,2023,3,26,0.0,13
42939,2023,3,27,0.0,13
42939,2023,3,28,0.0,13
42939,2023,3,29,0.0,13
42939,2023,3,30,0.0,13
42939,2023,3,31,0.0,13
42939,2023,4,1,,13
42939,2023,4,2,,14
42939,2023,4,3,,14
42939,2023,4,4,0.0,14
42939,2023,4,5,0.0,14
42939,2023,4,6,0.0,14
42939,2023,4,7,0.0,14
42939,2023,4,8,15.6,14
42939,2023,4,9,1.0,15
42939,2023,4,10,1.4,15
42939,2023,4,11,0.0,15
42939,2023,4,12,0.0,15
42939,2023,4,13,0.0,15
42939,2023,4,14,0.0,15
42939,2023,4,15,0.0,15
42939,2023,4,16,0.0,16
42939,2023,4,17,0.0,16
42939,2023,4,18,0.0,16
42939,2023,4,19,6.0,16
42939,2023,4,20,0.0,16
42939,2023,4,21,6.7,16
42939,2023,4,22,0.0,16
42939,2023,4,23,3.0,17
42939,2023,4,25,7.8,17
42939,2023,4,26,7.8,17
42939,2023,4,27,22.0,17
42939,2023,4,28,,17
42939,2023,4,29,0.0,17
42939,2023,4,30,14.6,18
42939,2023,5,1,15.6,18
42939,2023,5,2,0.0,18
42939,2023,5,3,18.8,18
42939,2023,5,4,2.8,18
42939,2023,5,5,0.0,18
42939,2023,5,6,0.0,18
42939,2023,5,7,0.0,19
